0.62451047	0.3754895
0.16012567	0.8398744
0.8676869	0.13231304
0.8524127	0.14758731
0.6967845	0.30321547
0.85933477	0.14066516
0.74613947	0.2538605
0.887161	0.11283901
0.26449525	0.73550475
0.8702911	0.12970886
0.883916	0.11608393
0.87706715	0.122932814
0.5378029	0.46219712
0.6968923	0.30310765
0.87970406	0.12029591
0.88041186	0.11958822
0.8730987	0.12690133
0.86317974	0.13682021
0.15555964	0.84444034
0.7607514	0.23924857
0.8578912	0.14210874
0.88626367	0.11373634
0.18458962	0.81541044
0.83379084	0.16620918
0.7531058	0.2468942
0.6403973	0.35960263
0.85143286	0.14856716
0.31145063	0.6885494
0.47021055	0.52978945
0.35064742	0.64935255
0.63292974	0.36707023
0.85259676	0.14740326
0.8487343	0.15126574
0.8731669	0.12683313
0.7975104	0.20248967
0.88213664	0.11786333
0.77263963	0.22736037
0.8728224	0.12717761
0.8651037	0.13489632
0.34816363	0.6518364
0.86277664	0.13722333
0.89030343	0.109696604
0.74518824	0.2548117
0.88307995	0.116919994
0.8222755	0.17772453
0.8032859	0.19671404
0.18279955	0.8172005
0.8726557	0.12734434
0.8821134	0.11788661
0.8258109	0.17418909
0.57374835	0.4262517
0.2034953	0.79650474
0.84342426	0.15657572
0.76732016	0.23267981
0.18888202	0.81111795
0.19914515	0.8008548
0.63713855	0.36286145
0.76197976	0.2380202
0.86278194	0.13721801
0.86244416	0.13755582
0.8692661	0.1307339
0.77722645	0.22277352
0.86573833	0.13426161
0.89075595	0.10924399
0.87229383	0.12770618
0.8745443	0.12545574
0.81395805	0.18604195
0.8840067	0.11599334
0.8691325	0.13086745
0.8735697	0.12643029
0.5934749	0.40652502
0.8822026	0.11779735
0.87513024	0.12486974
0.8824645	0.11753546
0.8796963	0.120303735
0.85697055	0.1430294
0.8780027	0.12199731
0.8665056	0.13349433
0.3256023	0.6743977
0.8735065	0.12649347
0.8669329	0.13306701
0.7714552	0.22854477
0.5052164	0.4947836
0.2997277	0.70027226
0.8788393	0.12116074
0.8856305	0.11436952
