0.6707237	0.32927635
0.62851673	0.37148324
0.585722	0.41427797
0.5500905	0.44990948
0.47992465	0.5200753
0.5503359	0.44966415
0.625653	0.37434703
0.41759524	0.5824048
0.5241028	0.47589716
0.6065743	0.39342567
0.6056761	0.3943239
0.4879172	0.51208276
0.505318	0.494682
0.61039126	0.3896088
0.60028654	0.39971352
0.6802122	0.31978777
0.6916643	0.30833575
0.66443187	0.33556807
0.6597836	0.3402164
0.6169512	0.38304877
0.60757333	0.39242664
0.66655236	0.33344764
0.62045175	0.37954825
0.6453811	0.35461894
0.6513114	0.34868857
0.64500356	0.35499647
0.6476914	0.35230857
0.65981895	0.34018102
0.6734242	0.3265758
0.688941	0.311059
0.63724035	0.36275962
0.5388904	0.46110955
0.5292748	0.4707252
0.6335109	0.36648905
0.66776705	0.33223295
0.65012455	0.34987548
0.6237818	0.3762182
0.6699107	0.33008927
0.6777935	0.32220656
0.6714667	0.32853335
0.5464011	0.45359892
0.55403924	0.4459608
0.6431192	0.3568808
0.69409317	0.30590683
0.62411344	0.37588656
0.5811149	0.4188851
0.6052455	0.39475447
0.55594844	0.44405153
0.6595573	0.34044272
0.67163295	0.32836705
0.6389728	0.36102712
0.50275815	0.49724182
0.543124	0.456876
0.65554386	0.34445617
0.68389744	0.31610253
0.58767563	0.4123244
0.59804076	0.40195927
0.6474085	0.35259148
0.6385124	0.36148766
0.6849441	0.31505594
0.668544	0.33145595
0.6232578	0.3767422
0.30442083	0.69557923
0.55360425	0.44639575
0.5349921	0.46500787
0.56550103	0.434499
0.5714046	0.42859545
0.57873523	0.42126477
0.6100681	0.3899319
0.6117714	0.38822865
0.53073233	0.46926767
0.5683204	0.43167964
0.5809479	0.41905212
0.64400774	0.3559922
0.53286153	0.46713847
0.5388582	0.46114185
0.6454449	0.3545551
0.6257527	0.37424728
0.6556693	0.3443307
0.6698992	0.33010074
0.6426819	0.3573181
0.6045416	0.39545837
0.6489582	0.35104176
0.5367027	0.46329737
0.5345311	0.46546888
0.6033535	0.3966465
0.6358375	0.3641625
0.49685428	0.50314575
0.4893795	0.5106205
0.5251418	0.47485828
0.4169141	0.5830859
0.65197617	0.34802386
0.5088781	0.4911219
0.5788673	0.42113265
0.62569886	0.37430117
0.55155337	0.4484467
0.49483725	0.5051628
0.45744625	0.5425537
0.54467046	0.4553295
0.32976744	0.6702326
0.5075046	0.49249545
0.3155533	0.68444675
0.62150794	0.37849206
0.6470281	0.35297185
0.494589	0.50541097
0.59222627	0.40777373
0.43886927	0.5611307
0.35678643	0.6432136
0.4268303	0.5731697
0.25961372	0.7403863
0.347199	0.65280104
0.5940557	0.4059443
0.5897572	0.4102428
0.56733614	0.43266392
0.50215745	0.49784258
0.45187405	0.548126
0.56150717	0.4384928
0.5147129	0.4852871
0.6076637	0.39233625
0.53711873	0.4628812
0.5995282	0.40047178
0.2858704	0.71412957
0.43449163	0.56550837
0.5055326	0.49446735
0.5280964	0.4719036
0.5651489	0.43485105
0.58111995	0.41888005
0.61319613	0.38680384
0.37667024	0.6233297
0.44147277	0.55852723
0.52918875	0.47081128
0.5725924	0.42740765
0.63492227	0.36507776
0.64891416	0.3510858
0.62610316	0.37389678
0.52334774	0.47665226
0.56635725	0.43364277
0.6758942	0.3241058
0.5950756	0.40492436
0.64391786	0.35608217
0.54936564	0.4506344
0.6412946	0.3587054
0.5833578	0.41664225
0.5643617	0.4356383
0.69975346	0.30024654
0.6098808	0.3901192
0.5944216	0.40557837
0.6234334	0.37656656
0.43851677	0.56148326
0.63480484	0.36519516
0.3849149	0.61508507
0.6271917	0.3728083
0.6170053	0.38299474
0.641704	0.35829598
0.59915084	0.4008491
0.49275964	0.50724036
0.65596	0.34403995
0.676196	0.32380402
0.6104582	0.3895418
0.509433	0.49056697
0.6477056	0.35229442
0.60164535	0.39835465
0.5278914	0.47210863
0.59930307	0.40069693
0.44586998	0.5541301
0.4289022	0.5710978
0.65978724	0.34021276
0.59702754	0.40297252
0.61688614	0.3831139
0.6306882	0.36931184
0.4622678	0.5377322
0.6367408	0.36325923
0.6193258	0.38067424
0.572003	0.42799705
0.6370144	0.3629856
0.6864108	0.31358922
0.63058716	0.36941287
0.6196085	0.38039154
0.61801875	0.38198122
0.6518285	0.34817144
0.5340096	0.46599045
0.5230546	0.47694543
0.5525443	0.4474557
0.6154583	0.38454166
0.5561415	0.44385847
0.643501	0.35649902
