,Biodiversity and Land Use,Carbon Emissions,Climate Change Vulnerability,Electronic Waste,Financing Environmental Impact,Opportunities in Clean Tech,Opportunities in Green Building,Opportunities in Renewable Energy,Packaging Material and Waste,Product Carbon Footprint,Raw Material Sourcing,Toxic Emissions and Waste,Water Stress,Accounting,Board,Business Ethics,Ownership and Control,Pay,Tax Transparency,Access to Communications,Access to Finance,Access to Health Care,Chemical Safety,Community Relations,Controversial Sourcing,Financial Product Safety,Health and Demographic Risk,Health and Safety,Human Capital Development,Labor Management,Opportunities in Nutrition and Health,Privacy and Data Security,Product Safety and Quality,Responsible Investment,Supply Chain Labor Standards
0,0.021005334,0.1602721,0.20795938,0.28477457,0.5567518,0.37675276,0.019443488000000002,0.25090376,0.025138462,0.14130905,0.17244121,0.12626804,0.005520281,0.12307791400000001,0.0062911059999999994,0.0030384504,0.058182555999999996,0.08462188400000001,0.03820174,0.5090559,0.6128462,0.013686600000000002,0.22371806,0.7567393,0.69575363,0.26352388,0.15301283,0.0031591603000000004,0.002551252,0.020769274,0.024808275,0.0019375426999999998,0.02524253,0.2888658,0.059409566
1,0.017604109,0.17001668,0.36127168,0.47095305,0.36221147,0.48991597,0.028878875,0.09649296,0.024361722000000002,0.6598377,0.32357156,0.12595364,0.0027156875,0.32450008,0.0042964006,0.005831305,0.07267855,0.2755327,0.12152613,0.31981444,0.30582392,0.036995277,0.114900835,0.036496247999999995,0.55977666,0.36494085,0.76784575,0.00797641,0.0031021924,0.017334653000000002,0.029190302,0.014420135,0.04181958,0.15938556,0.08071305
2,0.17118609,0.97108185,0.676561,0.6629934000000001,0.31279215,0.7456196999999999,0.040740114,0.8741312,0.06004759,0.83407104,0.5329574,0.20991790000000002,0.46406140000000007,0.18331937,0.005731056,0.0070142853,0.5746323,0.19896227,0.053108834,0.31817603,0.28230906,0.23107515,0.13824245,0.17586803,0.37716943,0.30997140000000006,0.66408753,0.005877819,0.0063375877,0.00990328,0.05844413,0.011149122,0.08307835,0.16818067,0.059791274000000005
3,0.008380458,0.8445071,0.38557667,0.13081229,0.62686133,0.10376902,0.02033579,0.32485375,0.013582577,0.06721615,0.07414691,0.09298706,0.0017455742,0.12427609,0.0065496718,0.0053817723,0.13308975,0.42621809999999993,0.30892417,0.29727709999999996,0.52823377,0.09318723,0.105299756,0.105373226,0.24734095,0.29506636,0.20874764,0.0026550109999999997,0.007631195699999999,0.0079970425,0.026657926000000002,0.0021000877,0.04424326,0.18627448,0.008191263
4,0.014360126,0.07245469,0.42062002,0.16881599,0.40987912,0.21794777,0.020057293,0.8032786,0.016519513,0.19375266,0.11442394,0.10224319,0.00278047,0.11898167,0.0049647726,0.003005153,0.12532286,0.067703776,0.04208303,0.29052487,0.31376734,0.013793003,0.12404403,0.09840621,0.334188,0.27770233,0.5575386999999999,0.0022434113,0.0013077907,0.0092516,0.025873302,0.0011988486,0.022050206,0.13264744,0.005337319
5,0.021635317999999997,0.7841311,0.4319401,0.33069309999999996,0.46452707,0.37663758,0.022170238,0.25520736,0.025750807,0.80629915,0.41442183,0.16242716,0.00434511,0.11474674,0.0051935744,0.0026887893,0.070000425,0.063225046,0.045760114000000005,0.40040440000000005,0.43587312,0.008422395,0.4241525,0.029210765,0.6674885,0.26957917,0.18005832,0.0021515174,0.0019803962,0.0068081412,0.026318563,0.0017484473,0.03405499,0.18704896,0.34364268
6,0.013676156,0.9281406999999999,0.2899585,0.12450139999999998,0.4924478,0.10573846,0.019519838,0.49956706,0.044771053,0.40229154,0.24877554,0.091303624,0.0022162285,0.10440903,0.0059951195,0.0033309240000000003,0.074079305,0.07294695,0.026010382999999998,0.2729432,0.40103692,0.007981347,0.10076674,0.023402449,0.21298787,0.26477623,0.10925815,0.0029622171999999997,0.0066289124,0.009728632,0.023263823,0.0013735022,0.045354995999999995,0.16659334,0.03778048
7,0.065317415,0.90049344,0.36421709999999996,0.4681339,0.37401554,0.48851776,0.034888167000000005,0.14786623,0.1559335,0.7927850000000001,0.16251491,0.5528203,0.0030127084000000004,0.72453403,0.006714668000000001,0.0035386541999999997,0.09168674,0.18021473,0.051606572999999996,0.3548613,0.29015452,0.010110235,0.23755929,0.021736632999999998,0.34011823,0.30746487,0.37468714,0.007825635,0.0019202029999999999,0.016319549,0.029203492999999997,0.001388095,0.4974969,0.17141415,0.14492604
8,0.017306573999999998,0.051282693,0.23380849,0.39858568,0.55359393,0.67388296,0.028066996,0.22517620000000002,0.03948295,0.37639758,0.16405971,0.121355034,0.0020286853,0.13202241,0.0051870896,0.004365044,0.056458957000000004,0.14118849,0.04046287,0.34381777,0.49223065,0.01307621,0.22458787,0.015328274,0.3121406,0.2745397,0.16120009,0.0038614369,0.0027824724,0.012554813,0.024815702999999998,0.0067893345999999995,0.0921391,0.20953627,0.10233712
9,0.013004573,0.08049772,0.2583364,0.18629321,0.45715340000000004,0.24883981,0.11949376,0.60677373,0.029426938,0.048838273,0.060704727,0.120786265,0.001691816,0.12519549,0.004002901,0.0033154683000000003,0.09865139,0.5249855999999999,0.2561755,0.29303792,0.6197736999999999,0.013041783000000001,0.10250383,0.987676,0.23405826,0.29240462,0.18208204,0.0027579292999999998,0.0013730628,0.011051441,0.023783858999999997,0.0013781498,0.020221636,0.24712464,0.0060145436
10,0.023717709,0.013316873,0.20539522,0.6201991,0.38052088,0.67159367,0.063969836,0.08193981,0.044253535999999996,0.24983694,0.5254048000000001,0.14678627,0.004780476,0.12907882,0.00319517,0.0032639676,0.045335583,0.070782594,0.033753708,0.32842302,0.49741998,0.010931598,0.16782056,0.97529763,0.6145337,0.25793996,0.6592339,0.014561734,0.0038151247,0.017832294,0.024992859,0.0012546949,0.056017883,0.12959306,0.33786517
11,0.01584267,0.285532,0.23969486,0.18467669,0.47515163,0.56994855,0.021155957000000003,0.57854706,0.01863439,0.073794864,0.084625706,0.115473084,0.0018423059,0.13113828,0.0037773831,0.0031086938,0.096223146,0.6798209,0.11997783,0.2555046,0.39618364,0.008095563,0.17030373,0.06165845,0.3192521,0.3196449,0.28534323,0.0020771407999999997,0.001300792,0.0056919184999999995,0.018652508,0.0012111479,0.023424362999999997,0.31379336,0.005962145500000001
