,Biodiversity and Land Use,Carbon Emissions,Climate Change Vulnerability,Electronic Waste,Financing Environmental Impact,Opportunities in Clean Tech,Opportunities in Green Building,Opportunities in Renewable Energy,Packaging Material and Waste,Product Carbon Footprint,Raw Material Sourcing,Toxic Emissions and Waste,Water Stress,Accounting,Board,Business Ethics,Ownership and Control,Pay,Tax Transparency,Access to Communications,Access to Finance,Access to Health Care,Chemical Safety,Community Relations,Controversial Sourcing,Financial Product Safety,Health and Demographic Risk,Health and Safety,Human Capital Development,Labor Management,Opportunities in Nutrition and Health,Privacy and Data Security,Product Safety and Quality,Responsible Investment,Supply Chain Labor Standards
11,0.19603078,0.025024926,0.42841804,0.20706347,0.37243494,0.13051319,0.74373066,0.25343612,0.0737096,0.21220237,0.14511167,0.24398708,0.0087435115,0.5277656,0.22763132,0.90423256,0.27942252,0.120369665,0.30435747,0.38115436,0.30384728,0.22486582,0.15178597,0.07519774,0.36201945,0.27247307,0.42330015,0.01707279,0.00840201,0.11880313,0.7699292,0.0033652978,0.11871063,0.14493857,0.024864165
12,0.08560921,0.08590771,0.50031126,0.29204243,0.408889,0.12298254,0.27039513,0.026892439,0.07308767,0.12981023,0.10326372,0.43491483,0.0077747595,0.39489907,0.082692765,0.3158526,0.16379927,0.10327617,0.23471275,0.44604227,0.44165367,0.9867243,0.19561289,0.13386258,0.35129878,0.2864843,0.84086365,0.9134587,0.004521444,0.019637559,0.2997997,0.004122408,0.3770667,0.20958811,0.015302157
13,0.009023715,0.013809396,0.26190764,0.18104374,0.3333647,0.12995702,0.76418716,0.75446725,0.024168992,0.059571948,0.10036008,0.24475731,0.0054708826,0.47161406,0.010971155,0.018412175,0.09188798,0.23395851,0.22849935,0.46001863,0.3391668,0.92347217,0.16898692,0.90017533,0.41986948,0.3237314,0.90030915,0.8362449,0.008969444,0.033710975,0.13347775,0.0030661353,0.10532888,0.14252523,0.012466209
14,0.054700732,0.058532875,0.40445894,0.3860332,0.34796163,0.37978908,0.105906405,0.19037138,0.0852159,0.30778646,0.29604846,0.18514946,0.023354456,0.2556075,0.031499933,0.1299441,0.53458595,0.37751502,0.25924936,0.42197943,0.37456852,0.16549714,0.15194678,0.7931818,0.5528993,0.34685594,0.66404486,0.09606156,0.25341487,0.92284995,0.17078088,0.49991173,0.13365166,0.21132167,0.2744936
15,0.27893943,0.072558075,0.6086495,0.4636421,0.33595654,0.5796545,0.37196553,0.28023306,0.059724502,0.58298254,0.3166637,0.2027979,0.41248384,0.37750322,0.020161647,0.04816094,0.7736696,0.22474499,0.42466626,0.37369522,0.3317489,0.31584874,0.1289115,0.6724457,0.55932057,0.37745008,0.6001272,0.009217131,0.0021192953,0.0076995697,0.09505063,0.006350303,0.075420365,0.26344293,0.12359798
16,0.2903728,0.3685645,0.49951085,0.3662941,0.361683,0.5415581,0.2501598,0.6399638,0.078424916,0.698642,0.38594693,0.17916024,0.5496468,0.7079996,0.4592117,0.06720307,0.17310688,0.122868024,0.04753208,0.3880919,0.27780733,0.62449235,0.15293643,0.02639656,0.33747724,0.27808106,0.833002,0.024264494,0.043792583,0.098338194,0.72589284,0.015969068,0.14556788,0.175954,0.017093968
17,0.013925297,0.018032229,0.6108913,0.21769364,0.36715174,0.10075724,0.10024024,0.04887751,0.020057607,0.15385109,0.16142528,0.111193106,0.009497947,0.5827108,0.6692833,0.1842563,0.8204856,0.109023325,0.08658627,0.36858526,0.28061137,0.41661173,0.083368346,0.16998766,0.39462745,0.27124965,0.9410651,0.23026218,0.10151101,0.04014564,0.07458483,0.0013395381,0.04838266,0.16782378,0.013537802
18,0.14691728,0.014830848,0.35821462,0.22540738,0.47301936,0.14424267,0.07453959,0.19643854,0.08275118,0.11695464,0.19709665,0.12822096,0.003471926,0.34506324,0.4426101,0.08085386,0.18180785,0.14563468,0.045307536,0.42669564,0.29778522,0.72528386,0.12751272,0.046453767,0.2614096,0.28164524,0.8513098,0.07273178,0.3833175,0.12182962,0.34576783,0.0018779527,0.12547456,0.16608776,0.0131252725
19,0.1831835,0.8511055,0.455758,0.23104934,0.42658558,0.16277912,0.036584433,0.38159597,0.27051118,0.12640432,0.18386282,0.36627987,0.0038198847,0.43762267,0.97699463,0.20121023,0.3106379,0.12706116,0.23486519,0.42363852,0.43206134,0.24074212,0.33425948,0.016582523,0.29066333,0.24791077,0.7156394,0.009827141,0.013297866,0.42731273,0.070117325,0.12623692,0.33126497,0.15237758,0.01466351
20,0.19459248,0.022731397,0.50068325,0.3358558,0.3870214,0.15547785,0.20820904,0.14564055,0.354498,0.25168857,0.18220082,0.30261108,0.0053958646,0.8333817,0.8225453,0.9807796,0.3361061,0.14948997,0.21256478,0.4049637,0.29143313,0.6120693,0.30035704,0.010401009,0.2776617,0.29136142,0.47765678,0.015480178,0.82882786,0.44302264,0.48249963,0.31408337,0.5807007,0.17130135,0.07079732
21,0.039982297,0.02594256,0.3111527,0.1592611,0.33669287,0.14989682,0.07508217,0.5243599,0.022926996,0.18895453,0.12113678,0.12413648,0.009532105,0.7820235,0.5338059,0.35756898,0.27227676,0.5817269,0.16360773,0.39190245,0.30361432,0.040752232,0.10391342,0.026113978,0.4366599,0.35870624,0.55492556,0.014781588,0.02800808,0.5554537,0.15108733,0.0066482825,0.038277697,0.17240041,0.011017109
22,0.048014637,0.04098065,0.5252721,0.25116765,0.33833697,0.14393117,0.49173114,0.030093787,0.024234826,0.3019864,0.105134435,0.101523876,0.09052602,0.11542872,0.015456331,0.013591398,0.34300795,0.10145746,0.11562498,0.51925474,0.32873425,0.543671,0.13809834,0.9808837,0.68579715,0.2952213,0.9394475,0.1568512,0.03897748,0.01907078,0.3407227,0.0013853387,0.026896523,0.23973732,0.008715331
23,0.014472289,0.017648548,0.39649767,0.22567423,0.32318985,0.18693145,0.08860428,0.03968074,0.019346768,0.08750332,0.11093292,0.10662217,0.007956175,0.20249783,0.007311166,0.010659111,0.15069754,0.18320595,0.07872679,0.32839426,0.32027742,0.9321879,0.09042737,0.035301805,0.56075704,0.35841057,0.81681305,0.034597892,0.0017430634,0.019809265,0.1995696,0.0025988384,0.030547239,0.20683534,0.0093497
24,0.0151111,0.022994593,0.4193042,0.25809774,0.33177128,0.117911,0.086251505,0.02102149,0.024987016,0.06633656,0.27192765,0.22091976,0.004469636,0.8339887,0.011180429,0.030848013,0.20027258,0.09970628,0.031377997,0.44966015,0.2963428,0.98072207,0.14041953,0.0120527,0.31838104,0.26748827,0.9495367,0.9836354,0.0022597353,0.008864954,0.60212916,0.0014094166,0.03062932,0.13296814,0.011468408
25,0.038754053,0.015984513,0.50218874,0.18699539,0.31023362,0.118698135,0.114161834,0.028432146,0.029742517,0.08738099,0.196418,0.1573526,0.036286704,0.5027115,0.009091793,0.020762343,0.2183208,0.11895481,0.078140005,0.4472365,0.29581192,0.987603,0.121199384,0.27594453,0.63439673,0.31351542,0.8956219,0.9880492,0.014539562,0.05118018,0.44750473,0.002117754,0.042600077,0.1654026,0.009674017
26,0.06301179,0.051045634,0.59458756,0.41431463,0.31136212,0.26424754,0.22279745,0.29549357,0.033567645,0.50042254,0.30043417,0.157707,0.08536418,0.24255672,0.053721707,0.06281957,0.69046026,0.19265193,0.22915135,0.33225268,0.2769472,0.646412,0.11621062,0.41508225,0.5724403,0.31027144,0.7490752,0.01382115,0.009652897,0.70069736,0.1376619,0.0038561583,0.055343375,0.19939724,0.043965586
27,0.13263465,0.14586462,0.48508295,0.34804878,0.50310904,0.14069763,0.085083745,0.04278847,0.076831736,0.22748007,0.16975082,0.15056722,0.012849949,0.122007005,0.036790565,0.90811276,0.12914303,0.1100098,0.08513608,0.47854486,0.55486125,0.93447727,0.3877697,0.96830064,0.47038963,0.2755418,0.8163498,0.9263217,0.015615639,0.020973284,0.48837167,0.002921992,0.28874633,0.24979444,0.42883876
28,0.01488847,0.009774065,0.20526822,0.16678876,0.40461183,0.12600757,0.026115771,0.018912531,0.016066093,0.045137182,0.08004977,0.14585899,0.0026117284,0.14924404,0.0077515375,0.049342845,0.06824853,0.12025401,0.12762621,0.5737471,0.41801083,0.9920682,0.18322732,0.03756467,0.5906024,0.29034123,0.836713,0.9887893,0.00247636,0.016549055,0.0863306,0.0015867666,0.05383601,0.16849935,0.012105597
29,0.0055632815,0.007922621,0.2729249,0.42111984,0.33048967,0.4408055,0.052169092,0.021885032,0.018939022,0.1699001,0.09823453,0.18702036,0.008504545,0.13593386,0.005784005,0.006243309,0.07675918,0.1063076,0.032661665,0.38514718,0.32772824,0.9862235,0.2601557,0.5923606,0.42418376,0.3064351,0.78014064,0.10507087,0.0018796221,0.0086384965,0.09104494,0.0015592055,0.04664745,0.1551117,0.014931135
30,0.0066037583,0.016946912,0.21898156,0.642277,0.33893245,0.2349059,0.02135796,0.16068867,0.020087954,0.910303,0.12346233,0.16274543,0.0020275058,0.2123779,0.0043628435,0.0077089933,0.107436284,0.15787902,0.034832682,0.3295758,0.26983932,0.12501734,0.15849845,0.89699066,0.2438632,0.32867745,0.91069,0.9811693,0.008351074,0.012260075,0.028073214,0.99010146,0.7241161,0.16404614,0.60356104
31,0.01949594,0.80630213,0.41436967,0.42300457,0.37702265,0.1610558,0.19061199,0.1269955,0.114316985,0.1437049,0.09908616,0.16443628,0.06445844,0.13645196,0.06287234,0.012732727,0.21631525,0.16371724,0.0947541,0.393227,0.35740137,0.82710385,0.19517992,0.9739605,0.25872663,0.3068123,0.8457375,0.7925751,0.03632805,0.21987891,0.59315944,0.0057382123,0.18043597,0.1964035,0.059983056
32,0.05755646,0.03182164,0.43380204,0.30872583,0.38075775,0.15414906,0.0728248,0.04287458,0.03653661,0.13488914,0.17097567,0.13528265,0.020668408,0.42709446,0.017255832,0.8149806,0.68676805,0.24488933,0.7227596,0.39115742,0.409213,0.781336,0.089681126,0.9708364,0.64869016,0.37534645,0.7828219,0.10065997,0.020159625,0.09861982,0.06129596,0.022882001,0.041701328,0.25234684,0.10619807
33,0.5561638,0.12273427,0.6634946,0.4056392,0.35205787,0.3151642,0.5706329,0.15679927,0.16144405,0.4515833,0.33937883,0.29953262,0.24247283,0.661199,0.4155206,0.279928,0.78924316,0.2831519,0.6650267,0.39416873,0.29594463,0.78366125,0.19224991,0.13967693,0.5141018,0.3549436,0.44601008,0.085648894,0.13553257,0.5335614,0.7217206,0.08887501,0.39246732,0.23849809,0.13311915
34,0.097001314,0.6128289,0.49503252,0.3728641,0.5012813,0.16467762,0.10590261,0.2163443,0.715096,0.17646481,0.19292411,0.2417252,0.014232316,0.29366854,0.3035621,0.9636026,0.45550358,0.11694505,0.6408617,0.4396749,0.48805058,0.33041853,0.25472263,0.99180484,0.34768656,0.28857425,0.5728808,0.8742903,0.6126905,0.2494846,0.19574353,0.0027840526,0.29720712,0.2219443,0.2812824
35,0.014411219,0.019528735,0.22361271,0.2526848,0.482333,0.12262658,0.16022234,0.04585269,0.18874578,0.054905932,0.14452344,0.5534076,0.0039341385,0.3891924,0.0043267044,0.9564027,0.095971934,0.06984091,0.04611783,0.57683796,0.69454247,0.10892198,0.4499573,0.98044086,0.22714384,0.26052245,0.90214765,0.9710951,0.8974964,0.007005958,0.1409461,0.001992028,0.15643324,0.21733862,0.03384201
36,0.02340576,0.052781817,0.3856673,0.30407026,0.49826238,0.13444111,0.07146074,0.03063408,0.89291596,0.078841895,0.11278081,0.27160618,0.0039541395,0.23131254,0.06525167,0.4897141,0.116656706,0.14078265,0.38781577,0.52132875,0.46411684,0.07155516,0.20247963,0.063539244,0.197443,0.2633603,0.44125,0.7970647,0.23697962,0.039956238,0.89918894,0.00218957,0.6197729,0.23177527,0.099179365
37,0.08016794,0.7221703,0.41249606,0.31458953,0.6142656,0.14868024,0.18507475,0.33745784,0.9027308,0.1481829,0.18732356,0.7090651,0.005061595,0.15604322,0.018508464,0.9360973,0.2723546,0.1478954,0.54230964,0.49512845,0.58508,0.26348528,0.40291286,0.939141,0.2721456,0.29953125,0.40478313,0.018489625,0.08713194,0.020462794,0.16786376,0.0037913134,0.13643922,0.2696413,0.09131313
38,0.028774215,0.010643444,0.33450803,0.10781045,0.33458954,0.14394277,0.02875815,0.06256313,0.017149257,0.058884196,0.075871214,0.09682284,0.0023241553,0.6897956,0.0055550146,0.005971526,0.15450011,0.09929821,0.14923087,0.31412664,0.3151046,0.12174991,0.08803617,0.007763842,0.5066427,0.37336138,0.21495141,0.0059796297,0.0011618122,0.005664421,0.016131677,0.0014299687,0.0398714,0.13867104,0.0050388766
39,0.018356796,0.032306153,0.20353448,0.17549439,0.49458292,0.10587999,0.037761975,0.08909764,0.028393682,0.06269633,0.0952466,0.10681581,0.0051930035,0.13586676,0.007839186,0.018203791,0.12584239,0.2662052,0.08017542,0.46589962,0.65903664,0.015354251,0.13358267,0.9911771,0.42090306,0.3439192,0.66532266,0.07273551,0.061093953,0.27409124,0.054798596,0.0017853243,0.027035378,0.23633035,0.6335691
40,0.015806822,0.025059035,0.27368295,0.121301405,0.5219879,0.12358652,0.023124766,0.79939836,0.036442,0.062012725,0.08788394,0.14302044,0.004076471,0.11731805,0.003960122,0.00791684,0.06449806,0.17624918,0.062080793,0.39355576,0.8220936,0.011326562,0.15185435,0.9952937,0.2461914,0.3096719,0.10961713,0.79672396,0.8631742,0.9559577,0.03408703,0.0015830225,0.02317437,0.120452724,0.9950088
41,0.025005586,0.029066954,0.34409177,0.20958379,0.3802786,0.15659873,0.1994507,0.1342102,0.083353326,0.07610174,0.08880032,0.22191489,0.009417918,0.43929967,0.0069566136,0.009714273,0.092159495,0.292361,0.4392498,0.47381526,0.46773133,0.1337201,0.15624344,0.6684305,0.31934646,0.3069269,0.45681658,0.6390418,0.83240944,0.79982954,0.81858206,0.0028714943,0.04866861,0.20972,0.09745412
42,0.1011082,0.05925274,0.43633458,0.4823728,0.34146187,0.19171138,0.22690512,0.11357208,0.0655558,0.18449469,0.31628114,0.2599025,0.020297205,0.46403882,0.04177858,0.27930614,0.35429505,0.22474824,0.27001446,0.41775396,0.34003475,0.06315572,0.16964293,0.49747905,0.4992868,0.37407914,0.6989767,0.23471682,0.7727812,0.29317647,0.12307631,0.084930055,0.16659333,0.26203337,0.27147302
43,0.034667794,0.091249876,0.6266125,0.174571,0.41400656,0.111273356,0.06920689,0.02517309,0.03544686,0.104528725,0.13715814,0.11930397,0.012414526,0.12081091,0.011600708,0.02668467,0.24698141,0.086063236,0.10847863,0.38184008,0.35263786,0.6632999,0.11054816,0.2847535,0.63631284,0.25810897,0.93213063,0.68383926,0.46939215,0.017310482,0.08368894,0.0013068693,0.03175327,0.18636176,0.020955691
44,0.37751937,0.423082,0.3799849,0.16148177,0.39246055,0.122018605,0.6161919,0.24070323,0.048796423,0.048615433,0.120000824,0.1659256,0.0043304535,0.6804988,0.364037,0.64798665,0.2133816,0.1320562,0.08554849,0.4929008,0.31860444,0.42306003,0.15574044,0.046696335,0.36068067,0.27464327,0.88018626,0.95473194,0.0049001197,0.34066945,0.59994924,0.0013871308,0.051824342,0.17016214,0.0150758205
45,0.011213939,0.011468099,0.3039306,0.16929667,0.35421422,0.14418085,0.03219421,0.023204546,0.02384585,0.059465572,0.08478176,0.13081458,0.006193589,0.4296762,0.006195259,0.008155361,0.1611148,0.13484901,0.063315846,0.4214482,0.30765408,0.98910224,0.13879997,0.3260186,0.61449945,0.35758886,0.942421,0.97907525,0.01640828,0.015293609,0.6071002,0.0015612177,0.026333153,0.16440716,0.0091331685
46,0.0075296103,0.012743322,0.6129347,0.2266799,0.3226593,0.286236,0.02938107,0.6504024,0.027268406,0.07642498,0.12224522,0.1539376,0.009764613,0.35286283,0.007328635,0.045599744,0.5767399,0.10043217,0.21003151,0.28876498,0.3137383,0.0120439995,0.10179932,0.99199134,0.45539534,0.31943116,0.5118924,0.9448399,0.002153541,0.005242329,0.026129771,0.0014851898,0.03902275,0.1724486,0.14277387
47,0.015404434,0.038172692,0.3810213,0.15131673,0.43583393,0.11609634,0.9708174,0.9571035,0.031273518,0.05381047,0.14247772,0.09895747,0.014015956,0.44604272,0.05827628,0.013353338,0.12152054,0.08132122,0.024132635,0.35835743,0.29031813,0.070710555,0.09121209,0.008937996,0.18771933,0.2949398,0.7168503,0.041403912,0.0029944724,0.014322535,0.04193286,0.0013981754,0.031192988,0.1675996,0.009649998
48,0.030897848,0.050968844,0.3973758,0.27618942,0.36984634,0.42216378,0.9561601,0.92772734,0.030849235,0.6785739,0.21319063,0.10463051,0.0060642,0.123966664,0.012615122,0.0036408668,0.14794396,0.16450663,0.0958296,0.35850096,0.37762186,0.011379055,0.09048214,0.25959623,0.5607479,0.31110778,0.64630497,0.0043303366,0.0016422059,0.006042815,0.029343097,0.0011158505,0.020384181,0.28289315,0.017045412
49,0.09196904,0.01422233,0.21527703,0.2150224,0.4225393,0.118063904,0.465487,0.018139798,0.027152322,0.083082154,0.24081601,0.11933108,0.0033244651,0.12028969,0.0029498164,0.00769058,0.052592523,0.07075651,0.049266085,0.42357662,0.3769245,0.0927646,0.17690986,0.091859564,0.61948425,0.29153496,0.9157424,0.6975863,0.0019369739,0.004617258,0.85702443,0.0012209633,0.029336065,0.1382998,0.0139222
50,0.19207267,0.6454285,0.6139586,0.3073733,0.32984495,0.56780666,0.8007161,0.57821065,0.032196008,0.54766387,0.23593983,0.15491326,0.69427913,0.48460093,0.03779787,0.01377554,0.76737237,0.41193128,0.5135248,0.365348,0.3444103,0.14887944,0.11113482,0.21006796,0.60825044,0.36056742,0.5809019,0.01345782,0.002683312,0.5170175,0.22897515,0.0046747886,0.050255343,0.28276712,0.06530129
51,0.41438153,0.5992676,0.520623,0.23882236,0.36477554,0.1738913,0.12550077,0.22801337,0.44170943,0.16044948,0.18298775,0.5919963,0.007621632,0.82478464,0.6859306,0.9392475,0.5566692,0.20868865,0.40709692,0.38656327,0.33277997,0.7486563,0.3197046,0.053464502,0.42322767,0.30830395,0.45309135,0.61398333,0.27745175,0.2884355,0.38128886,0.3396666,0.37722823,0.15581866,0.08210751
52,0.02519412,0.39947262,0.4131425,0.26755565,0.42360002,0.12154089,0.35661492,0.06708188,0.025286343,0.09208282,0.24416545,0.27998424,0.023245651,0.5943206,0.4282022,0.03733151,0.16377419,0.10808803,0.11335986,0.5639693,0.49704468,0.8455237,0.19689576,0.39256868,0.47479016,0.2771687,0.9131223,0.98365617,0.050887883,0.035625614,0.10388673,0.0014408373,0.114098035,0.28138667,0.065496296
53,0.019676188,0.013639374,0.4554521,0.4091587,0.33259064,0.14007422,0.31461954,0.037713986,0.0409296,0.089016505,0.17495139,0.35078236,0.010152221,0.24744117,0.039164487,0.111437805,0.12131901,0.09869172,0.07762911,0.44087428,0.3111995,0.9889705,0.27517697,0.9293476,0.45821404,0.30477658,0.9256142,0.9484075,0.007836782,0.02258769,0.08761934,0.0022451314,0.31398413,0.17429943,0.12037061
54,0.22228771,0.012831726,0.4226095,0.20233783,0.33991727,0.107089624,0.13610616,0.030025497,0.036574773,0.091949254,0.22333013,0.17580481,0.009670307,0.50641364,0.0820521,0.03874091,0.14441429,0.112535216,0.31350434,0.44940177,0.28500754,0.9638368,0.1835487,0.66924024,0.6366366,0.31919503,0.91210216,0.98036927,0.0037529382,0.068796605,0.55773675,0.002727219,0.10404807,0.16174078,0.012026531
55,0.05521274,0.36469716,0.5129909,0.24605046,0.49571598,0.13905437,0.117839396,0.12086668,0.06553818,0.10752855,0.11135704,0.13037106,0.0074653197,0.117178895,0.18432947,0.12075209,0.25860247,0.13734679,0.123858735,0.49321964,0.5477013,0.2404251,0.1741534,0.778885,0.36361256,0.27926576,0.4150441,0.007860327,0.04065492,0.4217777,0.110384,0.015079736,0.1623338,0.25674787,0.043499295
56,0.010238059,0.015978057,0.21845461,0.117947005,0.43583342,0.11539649,0.822108,0.10498081,0.022712009,0.039992772,0.08644807,0.1180325,0.003907237,0.13908955,0.00411994,0.088755555,0.063285574,0.10358236,0.08149155,0.43457428,0.5104811,0.013241126,0.10417062,0.12352654,0.4872925,0.34037971,0.83193785,0.013986913,0.0016057327,0.007874733,0.026812557,0.0013746991,0.01955686,0.22226396,0.0130285695
57,0.045564655,0.021175096,0.50290686,0.16934493,0.38319638,0.13255814,0.11234811,0.047873847,0.090246186,0.09690365,0.10760851,0.2362709,0.008844829,0.53843457,0.013151807,0.2892134,0.13454837,0.16257304,0.47051167,0.43483695,0.4302844,0.8376901,0.14071195,0.7857314,0.43161994,0.31550595,0.5696117,0.954144,0.062003396,0.45379278,0.8112412,0.0044101886,0.10578799,0.15914601,0.03118178
58,0.057255138,0.0677359,0.54384357,0.22985873,0.411824,0.17013036,0.12389929,0.25098515,0.09194903,0.18140824,0.33847594,0.26454014,0.027153445,0.3008102,0.041744627,0.2348021,0.3951039,0.18920554,0.44498616,0.42528424,0.3259745,0.05708796,0.16856559,0.2789663,0.45188656,0.29507253,0.37493527,0.9305675,0.03328166,0.3154683,0.17016864,0.085275106,0.09906221,0.19452049,0.10678461
59,0.027046755,0.02629751,0.25856972,0.23509373,0.39249617,0.16140251,0.07197293,0.64479333,0.028426377,0.14708619,0.26103282,0.10634063,0.010246561,0.62158126,0.015215062,0.03312006,0.7307309,0.2747665,0.1623196,0.49243656,0.34055075,0.017516382,0.13005668,0.9871273,0.7476543,0.3126495,0.7998704,0.04083133,0.024057567,0.77864057,0.1197662,0.0047641764,0.03283655,0.20173712,0.11544453
60,0.11643249,0.26424497,0.45392802,0.28270686,0.38735375,0.11342773,0.053313173,0.14669643,0.11091071,0.13642073,0.34220642,0.20033003,0.0075380136,0.7733717,0.11915868,0.8626932,0.37680146,0.109542735,0.39911273,0.40493548,0.2993573,0.4264348,0.15285875,0.036031537,0.4398202,0.30642506,0.49532792,0.027609223,0.00966508,0.055005282,0.11456899,0.0034736635,0.25636354,0.1563531,0.016040433
61,0.013485138,0.009802196,0.36782324,0.21121928,0.31410867,0.16502534,0.07136559,0.017074343,0.02277197,0.04825299,0.1619997,0.14560296,0.0059827226,0.7191833,0.022729076,0.019129913,0.13751085,0.12419664,0.08510348,0.38986346,0.26377383,0.9868875,0.12678242,0.007860595,0.55585414,0.32447526,0.8695084,0.9860124,0.0029274388,0.024876207,0.6760011,0.0019693663,0.080031425,0.16892762,0.04199239
