,Biodiversity and Land Use,Carbon Emissions,Climate Change Vulnerability,Electronic Waste,Financing Environmental Impact,Opportunities in Clean Tech,Opportunities in Green Building,Opportunities in Renewable Energy,Packaging Material and Waste,Product Carbon Footprint,Raw Material Sourcing,Toxic Emissions and Waste,Water Stress,Accounting,Board,Business Ethics,Ownership and Control,Pay,Tax Transparency,Access to Communications,Access to Finance,Access to Health Care,Chemical Safety,Community Relations,Controversial Sourcing,Financial Product Safety,Health and Demographic Risk,Health and Safety,Human Capital Development,Labor Management,Opportunities in Nutrition and Health,Privacy and Data Security,Product Safety and Quality,Responsible Investment,Supply Chain Labor Standards
0,0.006472532,0.012744881,0.22078437,0.16491622,0.34781623,0.38694435,0.02448456,0.101449154,0.01580281,0.064895846,0.051558934,0.08663131,0.0021957108,0.13784409,0.0026998776,0.0026326969,0.50213015,0.08769352,0.022511384,0.28667396,0.28574175,0.0119005805,0.06940645,0.032362618,0.12848015,0.2935462,0.67194486,0.0022094364,0.001954932,0.004277311,0.07888749,0.0011973645,0.025379747,0.15187478,0.009084466
1,0.7723643,0.8090905,0.4824914,0.34356657,0.35821474,0.29053953,0.037718333,0.35008007,0.9205064,0.84729993,0.68556416,0.39487925,0.883767,0.8630713,0.9864683,0.051828325,0.9110146,0.26158658,0.03559632,0.42297196,0.28298014,0.8649068,0.21074231,0.01866665,0.36913612,0.26944306,0.7862696,0.014535948,0.5551138,0.32202908,0.8254033,0.81598496,0.70262396,0.16874981,0.08196174
2,0.7717479,0.018865723,0.17791544,0.41896072,0.36854514,0.08716199,0.022710282,0.018055059,0.12485953,0.4637654,0.13708636,0.09008879,0.0014764,0.11837668,0.05164077,0.0030813168,0.07516964,0.076257974,0.018379048,0.3442836,0.24870847,0.010777169,0.066264234,0.0050651985,0.1360801,0.28466332,0.06308606,0.0020161835,0.0010115909,0.0047537675,0.030299935,0.0009759188,0.022878675,0.46401957,0.43536502
3,0.0048428625,0.011158541,0.15999627,0.23410052,0.38654867,0.12885538,0.020588594,0.010159986,0.014531469,0.19327947,0.052312966,0.08505469,0.0013787145,0.11918625,0.0022619748,0.0027055484,0.053733416,0.08622624,0.021330459,0.23283967,0.283346,0.0058073867,0.079812266,0.0047230604,0.141027,0.35353073,0.0631889,0.0016524178,0.00083106756,0.0039777486,0.018475318,0.00097445975,0.023440981,0.1650239,0.058681086
4,0.015388414,0.048634414,0.1649433,0.24882914,0.4490321,0.1389767,0.023186887,0.017156757,0.11814722,0.42698538,0.07765194,0.08133447,0.0015307524,0.11488312,0.0025046791,0.0029553166,0.08823722,0.16071871,0.019605227,0.24699536,0.27664623,0.024495864,0.075376466,0.00617483,0.1655128,0.49001247,0.08707116,0.0017581392,0.0011585911,0.0043625454,0.018011535,0.0010422787,0.021787863,0.56626534,0.8308132
5,0.018173072,0.9921555,0.2561018,0.10824603,0.5723376,0.1499497,0.029937804,0.05881439,0.013342762,0.8759752,0.057813346,0.089087896,0.0015980083,0.11239805,0.0026328582,0.0027882976,0.07665268,0.075909,0.0218382,0.20360108,0.2820195,0.004870437,0.0898665,0.0046293535,0.14982148,0.40892294,0.05273793,0.001635574,0.0008240042,0.0029370761,0.017273612,0.0010453525,0.032499198,0.5813626,0.055648103
6,0.0113218315,0.9150648,0.20555508,0.33538446,0.3469251,0.7538064,0.019177536,0.05474074,0.026910817,0.80832547,0.13541134,0.0879819,0.0019884186,0.17269099,0.002339686,0.0024953505,0.06870172,0.057246782,0.01706527,0.2339922,0.26380846,0.024461474,0.07282947,0.016643472,0.18612896,0.35107052,0.09806551,0.0022273222,0.00086817704,0.0036168399,0.015014903,0.0010302108,0.02633877,0.17764293,0.3213983
7,0.0188482,0.966052,0.20018879,0.10159292,0.43540555,0.09142311,0.023565432,0.027506616,0.019949693,0.08079371,0.077278495,0.09031007,0.0034234342,0.10945958,0.010233073,0.058825064,0.66425574,0.09847351,0.025115537,0.2692883,0.26335227,0.007845125,0.08632374,0.0125638,0.12412732,0.36162147,0.08330873,0.0040576584,0.68785596,0.56108546,0.019273989,0.0012800703,0.028513491,0.12627089,0.06615381
8,0.007009963,0.008359864,0.19880237,0.8056088,0.43180314,0.7180268,0.019230094,0.0150080705,0.96066374,0.06293615,0.11249661,0.09911476,0.0015906495,0.12559131,0.0022509927,0.0031636232,0.0633879,0.07484734,0.030296978,0.40227622,0.32129297,0.005489209,0.09571327,0.008650309,0.25327784,0.25286433,0.06336538,0.0019108086,0.0014505803,0.0054826117,0.022536945,0.0010258245,0.8563653,0.2903664,0.99329245
9,0.008482459,0.018871823,0.18299103,0.70499754,0.37113363,0.74982834,0.01902333,0.011219855,0.017706525,0.87468094,0.14871286,0.08569175,0.0012391896,0.11066065,0.0023279206,0.0029939448,0.046738647,0.10102157,0.02226788,0.26032254,0.27778372,0.010153735,0.15509859,0.005401648,0.22268027,0.35005772,0.07782482,0.001771792,0.0009513729,0.0037823822,0.015547202,0.0010243934,0.45596236,0.13863437,0.9717387
10,0.0062150513,0.59822613,0.16936743,0.4956607,0.39340937,0.09083361,0.022417337,0.021809097,0.9343773,0.62132835,0.08507198,0.08412808,0.0022414664,0.113037944,0.036365952,0.005669174,0.06959865,0.09036547,0.01806013,0.2597195,0.2565692,0.042666007,0.07813165,0.008863778,0.14215936,0.3269673,0.21124494,0.0023744092,0.0049985033,0.007135394,0.042974398,0.0010385411,0.03223923,0.20383713,0.22652896
